"name","artist","artistPopularity","artistFollowers","popularity","topTrackOrder","danceability","energy","speechiness","trackURL","trackPrev","artistURL","image"
"About Last Night (feat. Shmeep)","Sara Landry","40","12072","30","7","0.464","0.913","0.0631","https://open.spotify.com/track/0K2h7Bkfl9ApmywIABfn5z","https://p.scdn.co/mp3-preview/b826d466fc704dff64d4fd376982d09fcf4fdef9?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7eILArMiTFTQf8SEh5fFHK","https://i.scdn.co/image/ab6761610000e5eb1f60d78f002834aa89963ea7"
"About Last Night (feat. Shmeep) - 999999999 Remix","Sara Landry","40","12072","28","8","0.396","0.992","0.0639","https://open.spotify.com/track/22LNH0THpgnO5brTMDq5AW","https://p.scdn.co/mp3-preview/45ec95cdb7e4cc7477ea1e3d24dc1c4f5ca78fb7?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7eILArMiTFTQf8SEh5fFHK","https://i.scdn.co/image/ab6761610000e5eb1f60d78f002834aa89963ea7"
"Addictive Personality","Sara Landry","40","12072","28","9","0.546","0.987","0.0845","https://open.spotify.com/track/5Tular0DVDsypYQ59QzTcO","https://p.scdn.co/mp3-preview/23011e46ec5e0a9e90efaf0658f2d06acdb02fa7?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7eILArMiTFTQf8SEh5fFHK","https://i.scdn.co/image/ab6761610000e5eb1f60d78f002834aa89963ea7"
"Frenzy","Sara Landry","40","12072","27","10","0.649","0.952","0.08","https://open.spotify.com/track/2PFpTknXRIgme6L1289buI","https://p.scdn.co/mp3-preview/de6590140baf7c0d57519aeed762b3c2328fb323?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/7eILArMiTFTQf8SEh5fFHK","https://i.scdn.co/image/ab6761610000e5eb1f60d78f002834aa89963ea7"
"More Than A Woman - SG's Paradise Edit","SG Lewis","67","279944","71","1","0.679","0.762","0.0316","https://open.spotify.com/track/0L3XCv9i9IHs8cJEVhsJ3J","nan","https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG","https://i.scdn.co/image/ab6761610000e5eb620416422188771ced3bb532"
"Throwaway (with Clairo)","SG Lewis","67","279944","65","2","0.789","0.49","0.0392","https://open.spotify.com/track/2MnEG4htbbdfoUsyzxZ4BM","nan","https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG","https://i.scdn.co/image/ab6761610000e5eb620416422188771ced3bb532"
"Experience","SG Lewis","67","279944","64","3","0.614","0.809","0.0738","https://open.spotify.com/track/2oap3QptGISyIvwKpnJJId","https://p.scdn.co/mp3-preview/b05c861ba0819e9d3638fa1ce5e54e6a970cd245?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG","https://i.scdn.co/image/ab6761610000e5eb620416422188771ced3bb532"
"Time","SG Lewis","67","279944","64","4","0.75","0.819","0.151","https://open.spotify.com/track/2Oc5ez4PVPnIWAmYr8i99V","nan","https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG","https://i.scdn.co/image/ab6761610000e5eb620416422188771ced3bb532"
"Chemicals","SG Lewis","67","279944","63","5","0.619","0.848","0.38","https://open.spotify.com/track/2ORvnjpTAXtyTKnaGAgFIv","nan","https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG","https://i.scdn.co/image/ab6761610000e5eb620416422188771ced3bb532"
"Pressure (with SG Lewis)","SG Lewis","67","279944","60","6","0.682","0.574","0.0519","https://open.spotify.com/track/04ToULF2xWTbVtfAUk6K7P","https://p.scdn.co/mp3-preview/401df59a7633d729c6fe276188318d85a9ee96ea?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG","https://i.scdn.co/image/ab6761610000e5eb620416422188771ced3bb532"
"Better","SG Lewis","67","279944","59","7","0.699","0.583","0.0357","https://open.spotify.com/track/32T61xmNSIXhGkEszzs0t8","nan","https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG","https://i.scdn.co/image/ab6761610000e5eb620416422188771ced3bb532"
"Aura","SG Lewis","67","279944","59","8","0.844","0.775","0.211","https://open.spotify.com/track/4qEEERg5kM60N2vcna11oq","nan","https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG","https://i.scdn.co/image/ab6761610000e5eb620416422188771ced3bb532"
"Feed The Fire (feat. Lucky Daye)","SG Lewis","67","279944","58","9","0.849","0.682","0.123","https://open.spotify.com/track/0XDA8IPloCFvf8c0ZNzRnB","nan","https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG","https://i.scdn.co/image/ab6761610000e5eb620416422188771ced3bb532"
"Sunsets - Pt. 2","SG Lewis","67","279944","58","10","0.706","0.579","0.171","https://open.spotify.com/track/6oKeVXkFW8W91cyoWVgRHE","nan","https://open.spotify.com/artist/0GG2cWaonE4JPrjcCCQ1EG","https://i.scdn.co/image/ab6761610000e5eb620416422188771ced3bb532"
"Purple Hat","Sofi Tukker","72","608741","73","1","0.777","0.744","0.204","https://open.spotify.com/track/0bGH7ezs7WdDwpqnsvGf1z","https://p.scdn.co/mp3-preview/02ce7f41c2dee57e563efcffb2dc013d92cae368?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/586uxXMyD5ObPuzjtrzO1Q","https://i.scdn.co/image/ab6761610000e5eb0f8e6cbfeab6a2a357cfbfcb"
"Original Sin","Sofi Tukker","72","608741","73","2","0.779","0.727","0.053","https://open.spotify.com/track/0fp6PDlnCkmdE0F3s0tfr6","https://p.scdn.co/mp3-preview/8d094e062b75f8b8ddc03da58d8e46dc6d276dd8?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/586uxXMyD5ObPuzjtrzO1Q","https://i.scdn.co/image/ab6761610000e5eb0f8e6cbfeab6a2a357cfbfcb"
"It Don’t Matter - Spotify Singles","Sofi Tukker","72","608741","72","3","0.732","0.864","0.0378","https://open.spotify.com/track/7ltLi7CG003USSGYsSba9s","https://p.scdn.co/mp3-preview/484aa985b14115bc54be4d60fdaf3329e7587598?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/586uxXMyD5ObPuzjtrzO1Q","https://i.scdn.co/image/ab6761610000e5eb0f8e6cbfeab6a2a357cfbfcb"
"Sun Came Up","Sofi Tukker","72","608741","70","4","0.673","0.625","0.0272","https://open.spotify.com/track/2wf2KMhjoHSZXKVHNBoTMg","https://p.scdn.co/mp3-preview/f481e3f22b6655b9e15c3877a820d62f750ca42d?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/586uxXMyD5ObPuzjtrzO1Q","https://i.scdn.co/image/ab6761610000e5eb0f8e6cbfeab6a2a357cfbfcb"
"Drinkee - Vintage Culture & John Summit Remix","Sofi Tukker","72","608741","67","5","0.741","0.726","0.0462","https://open.spotify.com/track/68raS6F0ad2Iilql3yYeCt","https://p.scdn.co/mp3-preview/58c5a617b701b0f8101a84bee2f042464f5f19ed?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/586uxXMyD5ObPuzjtrzO1Q","https://i.scdn.co/image/ab6761610000e5eb0f8e6cbfeab6a2a357cfbfcb"
"House Arrest","Sofi Tukker","72","608741","65","6","0.654","0.818","0.0332","https://open.spotify.com/track/5QYKmxfPsl69GgeZKDAVSx","https://p.scdn.co/mp3-preview/3051473d1181d72afc7c4ebbae0f7fd9561ab1b1?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/586uxXMyD5ObPuzjtrzO1Q","https://i.scdn.co/image/ab6761610000e5eb0f8e6cbfeab6a2a357cfbfcb"
"COPYCAT - Sofi Tukker Remix","Sofi Tukker","72","608741","64","7","0.682","0.955","0.0591","https://open.spotify.com/track/2njUxZ4151DWIrfIK3loFj","nan","https://open.spotify.com/artist/586uxXMyD5ObPuzjtrzO1Q","https://i.scdn.co/image/ab6761610000e5eb0f8e6cbfeab6a2a357cfbfcb"
"Drinkee","Sofi Tukker","72","608741","52","8","0.773","0.663","0.0496","https://open.spotify.com/track/0WE8YTl6GAVHnkfvMfci98","https://p.scdn.co/mp3-preview/690823b9b74a26e5f1ca9269491669765513399c?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/586uxXMyD5ObPuzjtrzO1Q","https://i.scdn.co/image/ab6761610000e5eb0f8e6cbfeab6a2a357cfbfcb"
"Brazilian Soul (feat. Sofi Tukker) - Acoustic Bossa Version","Sofi Tukker","72","608741","63","9","0.692","0.533","0.0587","https://open.spotify.com/track/5iX7aAVoO3dzUOZ1eAvg6f","https://p.scdn.co/mp3-preview/ef7680349b578859da7b71eae889f0c287d01035?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/586uxXMyD5ObPuzjtrzO1Q","https://i.scdn.co/image/ab6761610000e5eb0f8e6cbfeab6a2a357cfbfcb"
"Best Friend","Sofi Tukker","72","608741","62","10","0.699","0.7","0.0392","https://open.spotify.com/track/1zEhH5BmSpKi1mRSIfBDOq","https://p.scdn.co/mp3-preview/006c89a7df0dfb2852041247f4f5ff989f254168?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/586uxXMyD5ObPuzjtrzO1Q","https://i.scdn.co/image/ab6761610000e5eb0f8e6cbfeab6a2a357cfbfcb"
"Move Your Body","Solardo","59","96005","64","1","0.791","0.801","0.07","https://open.spotify.com/track/3YXIVMQLRRq2K7kxC7UYx6","https://p.scdn.co/mp3-preview/a0c079e12f2a6dbb5fe06460a6eb49350f4be8a6?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0oO1IaDOBSeI96HbnCa5pZ","https://i.scdn.co/image/ab6761610000e5eba12ea565bab7b1894421e798"
"Power","Solardo","59","96005","60","2","0.588","0.928","0.0438","https://open.spotify.com/track/6NpWqc7uYthjC5M7v7c1Gs","https://p.scdn.co/mp3-preview/d30261e72375e2d41d20f25745306fa3d65235a8?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0oO1IaDOBSeI96HbnCa5pZ","https://i.scdn.co/image/ab6761610000e5eba12ea565bab7b1894421e798"
"XTC","Solardo","59","96005","56","3","0.703","0.93","0.0665","https://open.spotify.com/track/0I45yWUWcC9fzdbZhiFxhg","https://p.scdn.co/mp3-preview/99cdd92a8c0a5eba95281f98c36a3779a83f03d0?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0oO1IaDOBSeI96HbnCa5pZ","https://i.scdn.co/image/ab6761610000e5eba12ea565bab7b1894421e798"
"Free Your Body","Solardo","59","96005","57","4","0.854","0.922","0.071","https://open.spotify.com/track/5TQxS54o7gw5KOxikHxnUi","https://p.scdn.co/mp3-preview/cea0c9f88152e6f52b29114b3d1e4dd976e86358?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0oO1IaDOBSeI96HbnCa5pZ","https://i.scdn.co/image/ab6761610000e5eba12ea565bab7b1894421e798"
"XTC - Remix","Solardo","59","96005","57","5","0.288","0.985","0.0791","https://open.spotify.com/track/4WcH8cdP4RD38LDHpRbd8X","https://p.scdn.co/mp3-preview/f6c058b9e0dfa1de54da42321ed57fcd92451fb2?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0oO1IaDOBSeI96HbnCa5pZ","https://i.scdn.co/image/ab6761610000e5eba12ea565bab7b1894421e798"
"Rollercoaster","Solardo","59","96005","56","6","0.732","0.96","0.0485","https://open.spotify.com/track/636kRUoh1D1ZJifHip4RtS","https://p.scdn.co/mp3-preview/8a549085bca035eae7e2086312229e30e914d92b?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0oO1IaDOBSeI96HbnCa5pZ","https://i.scdn.co/image/ab6761610000e5eba12ea565bab7b1894421e798"
"Riser","Solardo","59","96005","53","7","0.657","0.87","0.0589","https://open.spotify.com/track/73Szmmh8dQduG1jPY12zK8","https://p.scdn.co/mp3-preview/301ddb9888e91d4247908d2e329ffb647433cc25?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0oO1IaDOBSeI96HbnCa5pZ","https://i.scdn.co/image/ab6761610000e5eba12ea565bab7b1894421e798"
"Keep Pushing","Solardo","59","96005","50","8","0.685","0.871","0.0361","https://open.spotify.com/track/2obQ3ll76uZthJa91RAKv4","https://p.scdn.co/mp3-preview/b83ba7cc811b84cc8d76f2ab6d5577584c7e53b1?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0oO1IaDOBSeI96HbnCa5pZ","https://i.scdn.co/image/ab6761610000e5eba12ea565bab7b1894421e798"
"On the Corner","Solardo","59","96005","49","9","0.798","0.924","0.0568","https://open.spotify.com/track/1XLxesShwxhyMvr1tzdfP4","https://p.scdn.co/mp3-preview/46bfa16c5cb89cf2a9aa94eb3450f89828fa182d?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0oO1IaDOBSeI96HbnCa5pZ","https://i.scdn.co/image/ab6761610000e5eba12ea565bab7b1894421e798"
"Be Somebody","Solardo","59","96005","47","10","0.715","0.689","0.0709","https://open.spotify.com/track/6SiDlN4LfZNqm9ZrWHltrO","https://p.scdn.co/mp3-preview/517d0e45fb713a3f8e12529e4800e8d2752fb8de?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/0oO1IaDOBSeI96HbnCa5pZ","https://i.scdn.co/image/ab6761610000e5eba12ea565bab7b1894421e798"
"From Here - Regis Remix","Veronica Vasicka","3","1879","10","1","0.805","0.94","0.0404","https://open.spotify.com/track/1Ye8thRzre2TuwZSB213rm","https://p.scdn.co/mp3-preview/61355cac177c271237487c175ec2898c30872b6c?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1akVMMowu12xCGReNfz2wr","https://i.scdn.co/image/95a1cd2c555ebbc06cee6b972b5dc12e9a8de09a"
"From Here - Original 2004 Version","Veronica Vasicka","3","1879","7","2","0.754","0.55","0.0431","https://open.spotify.com/track/1VCPejkJve3Cn7zX47ByJH","https://p.scdn.co/mp3-preview/0fb797cf5d27688b5c5e0ba1ecfa47be37499d62?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1akVMMowu12xCGReNfz2wr","https://i.scdn.co/image/95a1cd2c555ebbc06cee6b972b5dc12e9a8de09a"
"From Here - Robert Hampson / Chasam Mix","Veronica Vasicka","3","1879","4","3","0.554","0.947","0.0395","https://open.spotify.com/track/482kLt95T0lYFJkhdV2Aol","https://p.scdn.co/mp3-preview/2a5e83f7529bb988523a4640f28517d355b9d5bf?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1akVMMowu12xCGReNfz2wr","https://i.scdn.co/image/95a1cd2c555ebbc06cee6b972b5dc12e9a8de09a"
"From Here - Paul Kendal Mix","Veronica Vasicka","3","1879","3","4","0.531","0.557","0.0677","https://open.spotify.com/track/6kn8NhwvwTc6FpSdRkk4uu","https://p.scdn.co/mp3-preview/cf1331a77c1903d1d8bed373ebe97c5e283c51c2?cid=b161b04bc8624dbe92750da1368b73c0","https://open.spotify.com/artist/1akVMMowu12xCGReNfz2wr","https://i.scdn.co/image/95a1cd2c555ebbc06cee6b972b5dc12e9a8de09a"
