"name","followers","popularity","genres","uri","url","image"
"Crystal Skies","43644","53","edm| future bass| melodic dubstep| pop dance| pop edm","spotify:artist:6HraHl4uwIQFixUu3J49BK","https://open.spotify.com/artist/6HraHl4uwIQFixUu3J49BK","https://i.scdn.co/image/ab6761610000e5eb6337713a0ed078753a98ebfb"
"Shaquille O'Neal","44204","50","new jersey rap","spotify:artist:67RWyN1fDOu7WuSTIi5hE7","https://open.spotify.com/artist/67RWyN1fDOu7WuSTIi5hE7","https://i.scdn.co/image/ab6761610000e5ebb86c323bf5615c28bd57b928"
"DJ Scheme","182047","70","meme rap| underground hip hop| vapor trap","spotify:artist:1m7LSAMIB1BErIHYSOn32W","https://open.spotify.com/artist/1m7LSAMIB1BErIHYSOn32W","https://i.scdn.co/image/ab6761610000e5eb6edffcadf0dfbecb64bdadbb"
"DJ Snake","7705105","82","dance pop| edm| electronic trap| pop| pop dance| pop rap","spotify:artist:540vIaP2JwjQb9dm3aArA4","https://open.spotify.com/artist/540vIaP2JwjQb9dm3aArA4","https://i.scdn.co/image/ab6761610000e5ebf2855e25f1d9c8a20bcc85ae"
"Drezo","58446","42","bass house| electro house","spotify:artist:5uiDE9y1o7EEyDbNBo6vl9","https://open.spotify.com/artist/5uiDE9y1o7EEyDbNBo6vl9","https://i.scdn.co/image/ab6761610000e5ebc8857231fea0ac8e97eda776"
"Elevven","4373","35","progressive trance","spotify:artist:1x72oeaWJ5kdXMXZoq0Icu","https://open.spotify.com/artist/1x72oeaWJ5kdXMXZoq0Icu","https://i.scdn.co/image/ab6761610000e5ebe153e355326b2a62348e4a99"
"Fixion","15","6","","spotify:artist:2UbGoX9NIkzDmvTCj1xioH","https://open.spotify.com/artist/2UbGoX9NIkzDmvTCj1xioH","https://i.scdn.co/image/ab6761610000e5eb609ba4d98c93497f514570bb"
"Friendly Fire","93","28","","spotify:artist:1jiZHEYNDzogR047PuQDWV","https://open.spotify.com/artist/1jiZHEYNDzogR047PuQDWV","https://i.scdn.co/image/ab6761610000e5ebeefdc31b818469491ef7bb62"
"Geminelle","6608","41","high vibe","spotify:artist:4QNqXfa129rAppgBSQY4bq","https://open.spotify.com/artist/4QNqXfa129rAppgBSQY4bq","https://i.scdn.co/image/ab6761610000e5eb1f992879c3f1f9a5f83dc69b"
"GEO","3397","28","","spotify:artist:7IrT0MoBoHV6n8ue5u6F1p","https://open.spotify.com/artist/7IrT0MoBoHV6n8ue5u6F1p","https://i.scdn.co/image/ab6761610000e5ebc5ecf1ef7f8473171837be9b"
"Giuseppe Ottaviani","95649","54","italian trance| progressive house| progressive trance| trance| uplifting trance","spotify:artist:5B9q1NRokzWYB7nSgnlHyv","https://open.spotify.com/artist/5B9q1NRokzWYB7nSgnlHyv","https://i.scdn.co/image/ab6761610000e5eb03074337cada59add284e048"
"GRLSKOUT","170","5","","spotify:artist:5vyB8VjPUFchKtPm4kwPDn","https://open.spotify.com/artist/5vyB8VjPUFchKtPm4kwPDn","https://i.scdn.co/image/ab6761610000e5ebb556e5fa13ea3c6dc6efc89d"
"Highlnd","2763","42","pop edm","spotify:artist:5CI6YfdGj33Dk91IiUge82","https://open.spotify.com/artist/5CI6YfdGj33Dk91IiUge82","https://i.scdn.co/image/ab6761610000e5ebec999a00b1159e0accf2429f"
"HoneyLuv","981","44","","spotify:artist:1sl3gVNz3Nxd4poA8f76sl","https://open.spotify.com/artist/1sl3gVNz3Nxd4poA8f76sl","https://i.scdn.co/image/ab6761610000e5ebc18e55975e090784f517bbed"
"J. Worra","13911","53","bass house| deep groove house| electro house| house","spotify:artist:4q0N3EI67tVnAeeaXbNQIj","https://open.spotify.com/artist/4q0N3EI67tVnAeeaXbNQIj","https://i.scdn.co/image/ab6761610000e5eb7e7e84bc8fedf913e98b8778"
"James Hype","122997","68","dance pop| deep groove house| edm| house| pop dance| tropical house| uk dance","spotify:artist:43BxCL6t4c73BQnIJtry5v","https://open.spotify.com/artist/43BxCL6t4c73BQnIJtry5v","https://i.scdn.co/image/ab6761610000e5ebac473c8c8d3311437bc38916"
"Jason Ross","43515","61","dubstep| edm| future bass| melodic dubstep| pop dance| pop edm| progressive house| progressive trance","spotify:artist:6CCTvLyIHqUhY6VQizt150","https://open.spotify.com/artist/6CCTvLyIHqUhY6VQizt150","https://i.scdn.co/image/ab6761610000e5ebb7c7b10bb07bcc5e18f2c920"
"Jauz","366625","64","bass house| brostep| edm| electro house| electronic trap| pop dance","spotify:artist:5ttgIeUVka6FLyi00Uu5h8","https://open.spotify.com/artist/5ttgIeUVka6FLyi00Uu5h8","https://i.scdn.co/image/ab6761610000e5eba6e40e1e9121683b7caa2f84"
"Jessica Audiffred","28368","39","dubstep| gaming dubstep| mexican edm","spotify:artist:4odLDriBk6oEZotzLPTSnD","https://open.spotify.com/artist/4odLDriBk6oEZotzLPTSnD","https://i.scdn.co/image/ab6761610000e5ebbe7ea8a00af8e63911aac862"
"John O'Callaghan","95279","51","progressive house| progressive trance| trance| uplifting trance","spotify:artist:6H2JQ8igAAa5UBr2u496mb","https://open.spotify.com/artist/6H2JQ8igAAa5UBr2u496mb","https://i.scdn.co/image/519b32a173131e0f3bd9ef4fd922aa8e5303abb0"
"JOYRYDE","185019","56","bass house| edm| electro house| electronic trap","spotify:artist:24neLwyYRyj4ItaGnFeIT0","https://open.spotify.com/artist/24neLwyYRyj4ItaGnFeIT0","https://i.scdn.co/image/ab6761610000e5ebf14cf3e823e826e73f877667"
"Juelz","17641","51","canadian electronic| electronic trap| traprun| vapor twitch","spotify:artist:04p1jV00pBnrmh2rKl0jnT","https://open.spotify.com/artist/04p1jV00pBnrmh2rKl0jnT","https://i.scdn.co/image/ab6761610000e5eb958d0574bebb6b261a6eb3a7"
"Junkie Kid","17651","39","","spotify:artist:3CjPghA9sowRwFGSrU038J","https://open.spotify.com/artist/3CjPghA9sowRwFGSrU038J","https://i.scdn.co/image/ab6761610000e5eb123abfcaf9e26f58528362e0"
"Kai Wachi","83675","57","bass trap| brostep| deathstep| dubstep| edm| electro house| electronic trap| gaming dubstep","spotify:artist:2fNr4ldujwq97v1jWeqs8K","https://open.spotify.com/artist/2fNr4ldujwq97v1jWeqs8K","https://i.scdn.co/image/ab6761610000e5eb3f18cbae2257a34624599fa7"
"Kevin Saunderson","30011","39","acid house| classic house| detroit techno| techno","spotify:artist:0jS6VTFGujWxinY5TSQwOG","https://open.spotify.com/artist/0jS6VTFGujWxinY5TSQwOG","https://i.scdn.co/image/ab6761610000e5eb55e5a460a712e64df0ba8c40"
"k?d","61587","45","electro house| future bass","spotify:artist:714O3xvBNiclo82vxBn8Bf","https://open.spotify.com/artist/714O3xvBNiclo82vxBn8Bf","https://i.scdn.co/image/ab6761610000e5eb1bc18e94da95a701a247d278"
"Kompany","57758","51","dubstep| electro house| electronic trap| gaming dubstep| melodic dubstep","spotify:artist:7dtX3ykcuyVmts2HQnWgSP","https://open.spotify.com/artist/7dtX3ykcuyVmts2HQnWgSP","https://i.scdn.co/image/ab6761610000e5eb79bfdb5356ebd9716201f1a5"
"Lady Faith","9448","34","classic hardstyle| hardstyle| rawstyle","spotify:artist:1va2Hj3SvWvu3L6jAN6k01","https://open.spotify.com/artist/1va2Hj3SvWvu3L6jAN6k01","https://i.scdn.co/image/ab6761610000e5ebc289526079a9fc1ce92d793a"
"Lauren Mia","6827","29","melodic techno","spotify:artist:5HWKpmCYAFYybu5WKtxnnq","https://open.spotify.com/artist/5HWKpmCYAFYybu5WKtxnnq","https://i.scdn.co/image/ab6761610000e5eb9a1e2df6ddf3a6965a0cd04c"
"Layton Giordani","40168","49","dark techno| minimal techno| tech house","spotify:artist:7mC3RkNNTV6p2j9w4F8Ip4","https://open.spotify.com/artist/7mC3RkNNTV6p2j9w4F8Ip4","https://i.scdn.co/image/ab6761610000e5ebc7b2652e18ed246d2472c96c"
"Len Faki","104579","36","minimal techno| tech house| techno","spotify:artist:3fI3Z6NnYoeSQjcqPQDbM4","https://open.spotify.com/artist/3fI3Z6NnYoeSQjcqPQDbM4","https://i.scdn.co/image/ab6761610000e5eb9eec69c401f621774d39fefc"
"Marsh","31626","54","progressive house","spotify:artist:1eucLGnPT27tdEh6MU29wp","https://open.spotify.com/artist/1eucLGnPT27tdEh6MU29wp","https://i.scdn.co/image/ab6761610000e5eb41790819d54a0d848c5b6229"
"Martin Ikin","31584","57","bass house| deep groove house| deep house| disco house| edm| house","spotify:artist:7DhdJhd6DrxeJlUajwttd1","https://open.spotify.com/artist/7DhdJhd6DrxeJlUajwttd1","https://i.scdn.co/image/ab6761610000e5eb1fb65abc5834a39623a4def0"
"Matroda","62867","57","bass house| edm| electro house| house","spotify:artist:45lcbTsX07JWzmTIjcdyBz","https://open.spotify.com/artist/45lcbTsX07JWzmTIjcdyBz","https://i.scdn.co/image/ab6761610000e5ebd97ff71e2ba3e53294ab3f41"
"MitiS","128668","57","chillstep| edm| filthstep| future bass| melodic dubstep| pop dance| pop edm","spotify:artist:16yUpGkBRgc2eDMd3bB3Uw","https://open.spotify.com/artist/16yUpGkBRgc2eDMd3bB3Uw","https://i.scdn.co/image/ab6761610000e5eb1c21fddaef8781b528ede50c"
"Netsky","431432","63","belgian edm| dancefloor dnb| drum and bass","spotify:artist:5TgQ66WuWkoQ2xYxaSTnVP","https://open.spotify.com/artist/5TgQ66WuWkoQ2xYxaSTnVP","https://i.scdn.co/image/ab6761610000e5ebf88a8a792936a97d2023fa81"
"Nitti Gritti","67446","62","bass house| brostep| dubstep| edm| electro house| electronic trap","spotify:artist:21AUdblPrTRzkvJn8FGrlk","https://open.spotify.com/artist/21AUdblPrTRzkvJn8FGrlk","https://i.scdn.co/image/ab6761610000e5eb37f26de6d58725137ff8a757"
"Noize Suppressor","36443","32","gabba| happy hardcore| hardcore techno| uptempo hardcore","spotify:artist:69IwChH6kBVij0cmVHSOtt","https://open.spotify.com/artist/69IwChH6kBVij0cmVHSOtt","https://i.scdn.co/image/ab67616d0000b273868f340f80e13815ba9391bf"
"NTXC","364","11","","spotify:artist:5e0D8u4ebhbkwlcCxM5wcZ","https://open.spotify.com/artist/5e0D8u4ebhbkwlcCxM5wcZ","https://i.scdn.co/image/ab6761610000e5eb19c8d3123f12a417cab67dbb"
