"name","followers","popularity","genres","uri","url","image"
"Orville Peck","226040","66","alternative country| queer country","spotify:artist:46auOkH1pk28rWrSoUNhLo","https://open.spotify.com/artist/46auOkH1pk28rWrSoUNhLo","https://i.scdn.co/image/ab6761610000e5eb7b1eab5bbcfd5b2dd57c1753"
"Run The Jewels","963194","66","alternative hip hop| escape room| hip hop| political hip hop","spotify:artist:4RnBFZRiMLRyZy0AzzTg2C","https://open.spotify.com/artist/4RnBFZRiMLRyZy0AzzTg2C","https://i.scdn.co/image/ab6761610000e5ebea5eda58996c7f08d423d522"
"Sampa the Great","196188","54","australian hip hop| conscious hip hop| escape room| indie soul| zambian hip hop","spotify:artist:7fw0E8WHdG3r9SuPBcGmWk","https://open.spotify.com/artist/7fw0E8WHdG3r9SuPBcGmWk","https://i.scdn.co/image/ab6761610000e5ebd6a1a5fc647411ed765d800a"
"Satori","71910","50","ethnotronica| organic electronic| organic house","spotify:artist:5nri3hyKmKBGAfvjBi0mK0","https://open.spotify.com/artist/5nri3hyKmKBGAfvjBi0mK0","https://i.scdn.co/image/ab6761610000e5ebedd1e20af2c4f85a310e8836"
"Skegss","194822","60","australian garage punk| indie surf","spotify:artist:3SGLeWc7J5Ve0CinAOrb3a","https://open.spotify.com/artist/3SGLeWc7J5Ve0CinAOrb3a","https://i.scdn.co/image/ab6761610000e5ebd29a79f85a447b811971747e"
"SLANDER","346113","73","dubstep| edm| pop dance","spotify:artist:20DZAfCuP1TKZl5KcY7z3Q","https://open.spotify.com/artist/20DZAfCuP1TKZl5KcY7z3Q","https://i.scdn.co/image/ab6761610000e5eb8ea9bed64e98b8ad91b1f98d"
"Solomun","743245","63","german techno| hamburg electronic| melodic techno| minimal techno| tech house","spotify:artist:5wJK4kQAkVGjqM9x46KQOC","https://open.spotify.com/artist/5wJK4kQAkVGjqM9x46KQOC","https://i.scdn.co/image/ab6761610000e5ebe9f2b43b24a3d76ec84c1e93"
"Surf Curse","682539","75","dreamo| indie surf| surf punk| vegas indie","spotify:artist:1gl0S9pS0Zw0qfa14rDD3D","https://open.spotify.com/artist/1gl0S9pS0Zw0qfa14rDD3D","https://i.scdn.co/image/ab6761610000e5eb046fea716fcd960248d03c7a"
"The Blessed Madonna","22337","65","","spotify:artist:4TvhRzxIL1le2PWCeUqxQw","https://open.spotify.com/artist/4TvhRzxIL1le2PWCeUqxQw","https://i.scdn.co/image/ab6761610000e5eb68e58d779dc8269bb1596e3f"
"Viagra Boys","133051","53","egg punk| stockholm indie","spotify:artist:2nAKP6etu8wXNnezKXgqgg","https://open.spotify.com/artist/2nAKP6etu8wXNnezKXgqgg","https://i.scdn.co/image/ab6761610000e5eb6804f75c7ccedb8960231392"
"Vince Staples","1537837","73","conscious hip hop| escape room| hip hop| rap| underground hip hop","spotify:artist:68kEuyFKyqrdQQLLsmiatm","https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm","https://i.scdn.co/image/ab6761610000e5eb53054f8bc7e0153daefe12cc"
"Yola","108010","58","black americana| folk| new americana| uk americana","spotify:artist:2gqMBdyddvN82dzZt4ZF14","https://open.spotify.com/artist/2gqMBdyddvN82dzZt4ZF14","https://i.scdn.co/image/ab6761610000e5ebcd998f4b3606147682781c67"
